Cell_line	Emb1_0h	Emb_12h	Emb_24h	Emb_48h
5.951214659476999	4.071929944846721	3.9352546492073484	3.938380533297389	3.9759474621144504
5.052720528230134	3.09296032691016	2.0711631230891694	1.9755226519632636	2.3284110083057628
4.952993443581808	2.3623540760840975	2.230643890163599	2.0713766137345577	2.0995203102140176
4.905257260392364	1.6107113006218758	2.236640370530189	2.0710019607121986	2.256179396673719
4.867207086512047	2.0381760749691127	1.9263869585749156	1.7658022634923491	1.9291964795349668
4.81749323707047	1.5742321220662785	1.698397575444616	1.3459527984728767	1.935181777759706
4.614307874746154	1.3727653837174412	0.49176082311018543	0.9125270981197469	1.7205032065241943
4.593555864570593	2.308918601605999	1.788807980147543	1.8757756222316468	2.133501515341827
4.54613036810988	1.5013806169706616	1.1714048854967587	1.1325877150652264	1.4855611198306191
4.534652274068383	0.7291509828756223	1.4179855619090376	1.2689211881356581	1.4127460179077058
4.480359480312234	0.5519442181641223	0.7732133376402573	0.808350310126907	1.0088803937873905
4.412951255364048	3.8578058895675014	3.5195483456531447	3.5827518184374267	3.8988920202078248
4.275747760871189	2.7709311232651825	2.6462946194866763	2.5078934088187816	2.5936123107724045
4.004320873884584	0.9205332510223081	1.6165860203558906	1.3996812658424052	1.3204158895514464
4.003615202053095	1.5149178325793036	1.6620719118464442	1.5906680025739746	1.8149870873424323
3.902240386799231	1.3748950162389542	1.518520389305664	1.369262011902455	1.336014233664344
3.852748011494426	0.13471942052899066	1.3286320642788867	1.2350634767551976	1.7391999602589716
3.753626387878233	0.8933569796107887	0.05800399190906052	0.15753897906928527	1.022092153034435
3.710577195225598	0.9825197317340176	1.1568838031793114	1.070301694061025	1.6539418573956688
3.6463254433290557	0.7328859386303637	1.220171272203019	1.1464479099959974	1.3588656959413121
3.607904951021454	1.2826279560306562	0.3559258365484676	0.7217994452409155	1.2664215922388224
3.6014810802742323	1.8794648913202907	0.7573068914382981	0.9103802890992299	1.000622742992524
3.596146464553981	1.35069759553609	1.5540577844464027	1.5886046055100587	1.5042360824897607
3.567808227494006	0	0.8706594846247393	0.7802669420315153	0.9071503306376685
3.5315988570086922	0.32908273165056895	0.3929412849487191	0.29693667815945557	0.6469493579235301
3.5237956154408945	0.22573169386631858	0.01429150236416617	0	0.11586037779038948
3.5012770109163744	0.22580482006628125	0.08922848556407414	0.2970826284017518	0.657127382934232
3.486812801102189	0.004097641955584885	0.044509503581250866	0.12971715381270943	0.3571399117707245
3.3902662117838047	2.100003854847492	2.445890384739356	2.344250174455068	2.3430663647953693
3.3596288627353514	0.37527541784100826	0.07322003469474134	0.37291935311216856	0.9732660990031017
3.3537933267514113	0	0.01593535418158555	0.01712203968704097	0.12000198063298749
3.341906778177585	0.8524714257836787	0.3688759472820451	0.18694894571508955	0.5475658862108049
3.232954607877573	1.2658909926098285	1.4596371310148788	1.4259351524047592	1.3901650087842015
3.217528810270988	0	0	0	0
3.137794466757534	0.38333239869486424	0.8757049633742909	0.8371505329193172	1.0462664422777173
3.122443559456048	0.1965512728920821	0.022261426144655594	0.36800396767469634	0.6131727887599919
3.1026662394183826	0.02816707956868819	0.10567713667328685	0.12467727723736508	0.3097313520435233
3.0507996627874148	1.5004220022581558	0.9957633828794612	0.9886773548222585	1.3236986675107454
2.970044616706035	0.13215485072799044	0.059243152885411834	0.12578651678156713	0.16859335360065383
2.953429914997377	0	0.006549791546721061	0.019019284608838158	0
2.498315240592018	0.1013797535597313	0.0012148349940925404	0.05230554060194694	0.1122220750139688
2.323482784070338	0	0	0	0
2.2645219222251054	0	0	0	0
1.9181738946039109	0.1611495890582804	0.01664936360722712	0.002301889377093078	0.1775115505699313
1.7434418187119918	0.005504785229996652	0	0	0.06663395632516622
0	0	0	0	0
0	0	0	0	0
